               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.034109,           0.0077134,                   0,             0.82142,             0.80613,             0.82759,             0.42429,            0.035974,           0.0053564,                   0,             0.00769,             0.00769,             0.00769
                  37,            0.033776,           0.0071935,                   0,             0.85812,             0.83505,             0.85009,             0.40362,            0.035024,           0.0054186,                   0,            0.007624,            0.007624,            0.007624
                  38,             0.03289,           0.0075284,                   0,             0.82762,             0.79196,             0.86964,             0.46594,            0.033977,           0.0058108,                   0,            0.007558,            0.007558,            0.007558
                  39,            0.032269,           0.0073793,                   0,             0.83911,             0.86031,             0.87054,              0.4673,            0.033037,            0.005708,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.031094,           0.0071666,                   0,             0.89873,             0.85567,             0.92084,             0.47757,            0.034985,           0.0054098,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.031477,           0.0073433,                   0,             0.88615,             0.83505,             0.91301,             0.49866,            0.034523,           0.0054009,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.030806,           0.0067237,                   0,              0.8652,             0.81443,             0.85726,             0.44314,             0.03458,           0.0055214,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.029867,             0.00723,                   0,              0.8652,             0.86022,             0.89997,             0.44877,            0.034503,           0.0054609,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.032201,           0.0072295,                   0,             0.88476,             0.81443,             0.84713,             0.41606,             0.03425,           0.0055563,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.032103,           0.0074683,                   0,             0.92991,             0.82067,             0.86369,             0.43189,            0.035166,           0.0052882,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.031051,           0.0068121,                   0,             0.92629,             0.80412,             0.86557,             0.47428,            0.033962,           0.0051715,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.030384,           0.0070631,                   0,             0.88007,             0.84536,             0.88014,             0.45347,            0.033415,           0.0052953,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.029373,           0.0069941,                   0,             0.88768,             0.79381,             0.87275,             0.47462,             0.03197,           0.0051874,                   0,            0.006898,            0.006898,            0.006898
                  49,             0.03113,           0.0070508,                   0,              0.9158,             0.85567,             0.91444,             0.47586,            0.032597,           0.0052389,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.030733,           0.0067736,                   0,             0.86679,             0.87212,             0.89376,             0.48686,            0.033811,           0.0052318,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.029366,           0.0068521,                   0,             0.93852,              0.7732,             0.86591,             0.46527,            0.034546,           0.0052358,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.029731,           0.0068872,                   0,             0.87952,             0.80412,              0.8682,             0.44263,            0.034114,           0.0052227,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.029369,           0.0067568,                   0,             0.90245,             0.81443,             0.85914,             0.47909,            0.032444,           0.0054014,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.029698,            0.006349,                   0,             0.89659,             0.81443,             0.85789,             0.45598,            0.034429,           0.0052927,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.027783,            0.007099,                   0,             0.89175,             0.82474,             0.86625,             0.47229,            0.034872,           0.0052397,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.026735,           0.0067759,                   0,             0.89982,             0.83505,             0.88032,              0.4801,            0.033593,           0.0053411,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.029003,           0.0065127,                   0,             0.88745,             0.81443,             0.86419,             0.47415,            0.032548,           0.0052848,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.027939,           0.0064166,                   0,             0.90181,             0.82474,             0.89266,              0.4943,            0.032938,           0.0050693,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.028577,             0.00664,                   0,             0.94091,             0.82083,             0.88326,             0.49348,            0.033731,           0.0050531,                   0,            0.006172,            0.006172,            0.006172
                  60,             0.02911,            0.006729,                   0,             0.93906,             0.82474,              0.8865,             0.48611,            0.034105,           0.0051039,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.027849,            0.006602,                   0,             0.93701,             0.82474,             0.87727,             0.46998,            0.033904,           0.0052143,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.027495,           0.0067957,                   0,             0.87848,             0.84536,             0.88068,             0.45175,            0.034433,           0.0052704,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.026298,           0.0067036,                   0,              0.9457,             0.80412,             0.89768,             0.48164,            0.032734,           0.0051744,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.026062,           0.0064066,                   0,             0.91685,             0.84536,             0.88581,             0.47235,            0.031886,           0.0051784,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.026861,           0.0064352,                   0,             0.93099,             0.86598,             0.88896,             0.43992,            0.032426,           0.0051873,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.025953,            0.006081,                   0,             0.90319,             0.83505,             0.86664,             0.47154,            0.033673,            0.005072,                   0,             0.00571,             0.00571,             0.00571
                  67,             0.02709,           0.0061794,                   0,             0.87439,             0.78351,             0.86652,             0.46039,            0.033304,           0.0050857,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.027051,           0.0068346,                   0,              0.9157,             0.83505,             0.90856,             0.48157,            0.032683,           0.0050983,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.026321,           0.0061453,                   0,              0.9365,             0.84536,             0.89282,             0.49623,            0.032734,           0.0051433,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.025267,           0.0059269,                   0,             0.89263,             0.85704,               0.901,             0.47878,            0.032686,           0.0051941,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.025578,           0.0063872,                   0,             0.91176,             0.85225,             0.88927,             0.49919,            0.032966,           0.0051415,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.025501,           0.0065345,                   0,             0.89771,             0.86598,             0.89346,             0.47821,            0.032785,           0.0052127,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.025178,           0.0059745,                   0,             0.87277,             0.87629,             0.88802,             0.45029,            0.032558,            0.005227,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.024923,           0.0064794,                   0,             0.89022,             0.83599,             0.87759,             0.47106,            0.031392,           0.0052179,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.024367,           0.0062742,                   0,             0.89976,             0.82474,              0.8803,             0.46771,            0.032994,           0.0050727,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.026005,           0.0061944,                   0,             0.83411,             0.88126,              0.8893,              0.4716,            0.031255,           0.0051727,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.025051,           0.0056769,                   0,             0.86101,             0.83022,             0.87226,              0.4901,            0.030855,           0.0050534,                   0,            0.004984,            0.004984,            0.004984
                  78,            0.025126,           0.0059374,                   0,             0.88733,             0.89312,             0.92152,             0.48136,            0.030092,           0.0050928,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.024955,           0.0061243,                   0,             0.85676,             0.86327,             0.89236,             0.48298,             0.03148,           0.0052268,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.023859,           0.0058254,                   0,             0.90756,             0.79381,             0.87502,             0.48406,            0.031532,           0.0054878,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.024544,           0.0065552,                   0,             0.88407,             0.86479,              0.8789,             0.47118,            0.030674,           0.0053316,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.024963,           0.0062973,                   0,             0.90158,             0.83505,             0.87973,             0.47734,            0.031255,           0.0052319,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.024003,           0.0056581,                   0,              0.9529,             0.83428,             0.90486,             0.49833,            0.031618,           0.0050886,                   0,            0.004588,            0.004588,            0.004588
                  84,             0.02224,           0.0058264,                   0,             0.94296,             0.85209,             0.90768,             0.47488,            0.031536,           0.0051258,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.023541,            0.005989,                   0,             0.95522,             0.87961,              0.9098,              0.4965,            0.031194,           0.0050575,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.023032,            0.006244,                   0,             0.94287,             0.85075,             0.88619,             0.49472,            0.031954,           0.0050767,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.022329,           0.0056015,                   0,             0.93439,             0.81443,             0.88193,              0.4855,            0.032194,           0.0051759,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.022747,           0.0055793,                   0,             0.93181,             0.80412,             0.88172,             0.47544,            0.031199,           0.0052314,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.023477,           0.0056598,                   0,              0.9411,             0.83505,             0.90981,             0.45792,            0.031461,           0.0053488,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.023217,           0.0057524,                   0,             0.92535,             0.85567,             0.90554,             0.46542,            0.032318,           0.0053244,                   0,            0.004126,            0.004126,            0.004126
                  91,               0.022,           0.0056476,                   0,             0.92178,             0.86598,             0.91213,             0.48437,             0.03157,           0.0052336,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.021517,           0.0059565,                   0,             0.91257,             0.85567,              0.9091,             0.48944,            0.031218,           0.0050791,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.022241,           0.0057414,                   0,             0.92185,             0.85129,             0.89638,              0.4965,             0.03174,            0.005028,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.023788,           0.0060862,                   0,             0.93567,             0.86598,             0.88656,             0.49746,            0.031357,            0.005032,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.021553,           0.0053718,                   0,             0.92867,             0.85567,             0.89627,             0.47113,            0.032756,           0.0052091,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.021402,           0.0055579,                   0,             0.91697,             0.84536,             0.89418,              0.5033,            0.030732,           0.0051675,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.022332,           0.0058065,                   0,             0.93142,             0.84536,             0.89405,             0.49509,             0.03154,           0.0053176,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.020903,           0.0056285,                   0,             0.94513,             0.82474,             0.90193,             0.48424,            0.032004,           0.0051775,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.021755,           0.0055633,                   0,             0.95324,             0.83505,              0.9064,             0.48657,            0.030953,           0.0050713,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.020822,           0.0054212,                   0,             0.96333,             0.81261,             0.88232,             0.49002,            0.030898,           0.0050113,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.021284,           0.0058175,                   0,             0.93022,             0.86598,             0.90988,             0.48526,            0.030695,           0.0050238,                   0,              0.0034,              0.0034,              0.0034
                 102,             0.02011,            0.005483,                   0,             0.90779,             0.84536,             0.88254,             0.49258,            0.030929,           0.0050357,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.021801,           0.0058616,                   0,             0.90825,             0.86598,              0.9015,             0.50552,            0.030669,           0.0050526,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.021131,           0.0058389,                   0,             0.91435,             0.85567,             0.89664,               0.505,            0.030668,           0.0049317,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.020481,           0.0056109,                   0,             0.92048,             0.83532,              0.8865,              0.4908,            0.030491,           0.0049886,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.019817,           0.0052056,                   0,             0.95366,             0.87629,             0.91217,             0.50828,            0.030713,           0.0048859,                   0,             0.00307,             0.00307,             0.00307
                 107,             0.01969,           0.0051688,                   0,             0.92699,             0.85567,             0.89137,             0.50538,            0.030951,           0.0049979,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.019552,            0.005122,                   0,             0.93281,             0.85882,             0.89418,             0.51123,            0.031005,           0.0049268,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.019728,           0.0051815,                   0,             0.91432,             0.85567,             0.90131,             0.50664,            0.031158,           0.0049685,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.019202,           0.0052849,                   0,             0.92431,             0.86598,             0.91118,             0.49687,            0.031804,           0.0049967,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.019552,           0.0054415,                   0,             0.92233,             0.87629,             0.90512,             0.49932,            0.031225,            0.004889,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.019699,           0.0054553,                   0,             0.92631,             0.87629,             0.91649,             0.51477,            0.030788,           0.0048529,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.020096,           0.0053992,                   0,             0.93177,             0.87629,             0.90391,             0.51893,            0.030636,           0.0048246,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.018746,            0.005465,                   0,             0.91702,             0.85567,              0.9041,             0.51963,            0.030713,           0.0049021,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.019333,           0.0053471,                   0,              0.9552,             0.85567,             0.91564,             0.51773,            0.030439,           0.0049784,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.019251,           0.0054306,                   0,              0.9585,             0.85567,             0.91295,             0.51253,            0.031175,           0.0049741,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.018712,           0.0052917,                   0,             0.95976,             0.85567,             0.91411,             0.50684,            0.030836,            0.004944,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.019169,           0.0054655,                   0,             0.95446,             0.85567,              0.9193,             0.50207,            0.030709,           0.0048338,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.018546,           0.0052954,                   0,             0.94983,             0.85567,             0.91805,             0.49896,            0.030548,           0.0048232,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.019023,           0.0052387,                   0,             0.95454,             0.86582,              0.9179,              0.4915,            0.031009,           0.0048853,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.018586,           0.0051985,                   0,              0.9418,             0.86598,             0.90683,             0.49084,            0.030866,             0.00485,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.019031,            0.005325,                   0,              0.9408,             0.86598,             0.90859,             0.49402,            0.030736,           0.0049016,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.018118,           0.0048524,                   0,             0.93755,             0.84536,             0.90962,             0.49573,             0.03028,           0.0048938,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.017899,           0.0050677,                   0,             0.93743,             0.84536,             0.90923,             0.49839,             0.03036,           0.0048738,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.018414,           0.0051567,                   0,             0.95938,             0.85567,             0.91475,             0.52407,            0.029884,           0.0049359,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.018256,           0.0049713,                   0,             0.95238,             0.84536,             0.91458,             0.51828,            0.030401,            0.005045,                   0,             0.00175,             0.00175,             0.00175
                 127,             0.01839,           0.0056158,                   0,             0.93311,             0.86291,             0.90137,             0.51153,            0.030112,           0.0050518,                   0,            0.001684,            0.001684,            0.001684
                 128,             0.01824,           0.0052634,                   0,             0.93299,             0.86119,             0.90726,             0.51789,            0.030465,           0.0051073,                   0,            0.001618,            0.001618,            0.001618
                 129,             0.01755,           0.0048139,                   0,             0.93312,              0.8631,             0.90742,             0.51737,            0.030761,           0.0051081,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.017815,           0.0053423,                   0,             0.93076,             0.85567,             0.91533,             0.52234,            0.030524,           0.0050867,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.017791,           0.0051281,                   0,             0.92348,             0.87095,             0.90538,             0.51035,            0.030144,           0.0051119,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.017066,           0.0047685,                   0,             0.92174,             0.87629,             0.91104,             0.51098,            0.030165,              0.0051,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.017332,           0.0051964,                   0,             0.92367,             0.87332,             0.90156,             0.51001,            0.030226,           0.0050272,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.017887,           0.0050877,                   0,             0.94429,              0.8737,             0.92113,             0.50137,            0.030673,           0.0050494,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.017806,           0.0049501,                   0,             0.91864,             0.86598,             0.90257,             0.50324,            0.030981,           0.0050863,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.017655,           0.0049736,                   0,              0.9311,             0.85567,             0.90852,             0.50348,            0.030745,           0.0050371,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.016367,           0.0050891,                   0,             0.94297,             0.86598,             0.91415,             0.49854,            0.030207,           0.0050398,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.017234,           0.0050564,                   0,             0.94098,             0.87629,              0.9137,             0.49975,            0.030266,           0.0050371,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.016507,           0.0047561,                   0,             0.94081,             0.87629,             0.91532,              0.5065,            0.030262,           0.0050215,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.017341,           0.0050436,                   0,              0.9409,             0.87629,             0.91865,              0.5046,            0.030232,           0.0050469,                   0,            0.000826,            0.000826,            0.000826
                 141,             0.01648,           0.0050984,                   0,             0.94189,             0.87629,              0.9142,             0.50411,            0.030467,           0.0050493,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.016986,           0.0048072,                   0,             0.93124,             0.86598,             0.90541,             0.51227,            0.030092,           0.0049502,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.016427,           0.0048793,                   0,             0.93226,             0.86598,             0.90516,             0.51274,            0.029748,           0.0049496,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.016758,           0.0048087,                   0,             0.93061,             0.86598,              0.9015,             0.50429,            0.029719,           0.0049885,                   0,            0.000562,            0.000562,            0.000562
                 145,             0.01598,           0.0046196,                   0,             0.94403,             0.86946,             0.91445,             0.49645,            0.029972,           0.0050013,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.016914,           0.0053645,                   0,             0.94403,             0.86942,             0.91453,             0.49095,             0.02984,           0.0050362,                   0,             0.00043,             0.00043,             0.00043
                 147,             0.01691,           0.0047153,                   0,             0.94418,              0.8719,             0.91418,             0.49925,            0.029997,           0.0050713,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.017228,           0.0053973,                   0,             0.94408,             0.87022,             0.91784,             0.50214,             0.02992,           0.0050752,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.016681,           0.0053526,                   0,             0.94389,             0.87629,             0.91826,             0.50595,            0.029908,           0.0050615,                   0,            0.000232,            0.000232,            0.000232
